fpi_program_name,fpi_al_number,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
regional conservation partnership program,10.932,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0024,REGIONAL CONSERVATION PARTNERSHIP PROGRAM - INFLATION REDUCTION ACT,25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,26091281.32,50886844.8,21294225.09,50886844.8,21294225.09,0.0,0.0,0.0,0.0,4273144.62,0.0,771806.23,62412.19,80290.07,80290.07,80290.07,62412.19,0.0,753928.35,0.0,753928.35,0.0,0.0,0.0,-3000.0,-3000.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
regional conservation partnership program,10.932,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0024,REGIONAL CONSERVATION PARTNERSHIP PROGRAM - INFLATION REDUCTION ACT,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,10773885.3,0.0,6830.98,0.0,6830.98,0.0,0.0,0.0,0.0,-6830.98,0.0,10773885.3,0.0,0.0,0.0,0.0,0.0,0.0,10773885.3,0.0,10773885.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
regional conservation partnership program,10.932,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0024,REGIONAL CONSERVATION PARTNERSHIP PROGRAM - INFLATION REDUCTION ACT,25.4,Operation and maintenance of facilities,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,328.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.43,0.0,0.0,0.0,0.0,0.0,0.0,328.43,0.0,328.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
regional conservation partnership program,10.932,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0024,REGIONAL CONSERVATION PARTNERSHIP PROGRAM - INFLATION REDUCTION ACT,25.5,Research and development contracts,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,39128.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39128.04,0.0,0.0,0.0,0.0,0.0,0.0,39128.04,0.0,39128.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
regional conservation partnership program,10.932,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0024,REGIONAL CONSERVATION PARTNERSHIP PROGRAM - INFLATION REDUCTION ACT,25.6,Medical care,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,4198.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4198.8,0.0,0.0,0.0,0.0,0.0,0.0,4198.8,0.0,4198.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
regional conservation partnership program,10.932,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0024,REGIONAL CONSERVATION PARTNERSHIP PROGRAM - INFLATION REDUCTION ACT,25.7,Operation and maintenance of equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,59337.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59337.48,0.0,0.0,0.0,0.0,0.0,0.0,59337.48,0.0,59337.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
regional conservation partnership program,10.932,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0024,REGIONAL CONSERVATION PARTNERSHIP PROGRAM - INFLATION REDUCTION ACT,26.0,Supplies and materials,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,-1739.75,14163.66,42836.5,14163.66,42836.5,0.0,0.0,0.0,0.0,4747.74,0.0,31680.83,0.0,0.0,0.0,0.0,0.0,0.0,31680.83,0.0,31680.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
regional conservation partnership program,10.932,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0024,REGIONAL CONSERVATION PARTNERSHIP PROGRAM - INFLATION REDUCTION ACT,31.0,Equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1218878.38,1911092.98,3467963.74,1911092.98,3467963.74,0.0,0.0,0.0,0.0,233346.08,0.0,3009095.22,0.0,0.0,0.0,0.0,0.0,0.0,3009095.22,0.0,3009095.22,0.0,0.0,0.0,-2126.0,-2126.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
regional conservation partnership program,10.932,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0024,REGIONAL CONSERVATION PARTNERSHIP PROGRAM - INFLATION REDUCTION ACT,32.0,Land and structures,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,395269.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395269.71,0.0,0.0,0.0,0.0,0.0,0.0,395269.71,0.0,395269.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
regional conservation partnership program,10.932,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0024,REGIONAL CONSERVATION PARTNERSHIP PROGRAM - INFLATION REDUCTION ACT,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,120171257.5,181988729.98,57019639.43,181988729.98,57019639.43,0.0,0.0,0.0,0.0,5811919.17,0.0,1014086.12,0.0,0.0,0.0,0.0,0.0,0.0,1014086.12,0.0,1014086.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
regional conservation partnership program,10.932,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0024,REGIONAL CONSERVATION PARTNERSHIP PROGRAM - INFLATION REDUCTION ACT,42.0,Insurance claims and indemnities,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,10450.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10450.93,0.0,0.0,0.0,0.0,0.0,0.0,10450.93,0.0,10450.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,11.1,Full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,102816704.11,0.0,0.0,0.0,0.0,0.0,5786778.01,5786778.01,5786778.01,1406948.37,0.0,98436874.47,0.0,0.0,0.0,0.0,0.0,0.0,98436874.47,0.0,98436874.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,11.3,Other than full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,314225.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314225.33,0.0,0.0,0.0,0.0,0.0,0.0,314225.33,0.0,314225.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,11.5,Other personnel compensation,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,393478.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393478.09,0.0,0.0,0.0,0.0,0.0,0.0,393478.09,0.0,393478.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,12.1,Civilian personnel benefits,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,44638854.3,0.0,0.0,0.0,0.0,0.0,2503459.93,2503459.93,2503459.93,583021.91,0.0,42718416.28,0.0,0.0,0.0,0.0,0.0,0.0,42718416.28,0.0,42718416.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,13.0,Benefits for former personnel,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,20163.58,31516.98,15784.4,31516.98,15784.4,0.0,0.0,0.0,0.0,0.0,0.0,4431.0,0.0,0.0,0.0,0.0,0.0,0.0,4431.0,0.0,4431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,21.0,Travel and transportation of persons,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,594423.48,85711.15,88773.9,85711.15,88773.9,0.0,0.0,0.0,0.0,88822.17,0.0,686308.4,469.34,88.55,88.55,88.55,469.34,0.0,686689.19,0.0,686689.19,0.0,0.0,0.0,-17142.72,-17142.72,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,22.0,Transportation of things,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,5684.11,3815.15,1049.28,3815.15,1049.28,0.0,0.0,0.0,0.0,14646.62,0.0,17564.86,0.0,0.0,0.0,0.0,0.0,0.0,17564.86,0.0,17564.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,23.1,Rental payments to GSA,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,6753239.36,0.0,-5004057.92,0.0,-5004057.92,0.0,0.0,0.0,0.0,5004057.92,0.0,6753239.36,0.0,0.0,0.0,0.0,0.0,0.0,6753239.36,0.0,6753239.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,23.2,Rental payments to others,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,15817696.72,0.0,16474802.03,0.0,16474802.03,0.0,0.0,0.0,0.0,-16474802.03,0.0,15817696.72,0.0,0.0,0.0,0.0,0.0,0.0,15817696.72,0.0,15817696.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,23.3,"Communications, utilities, and miscellaneous charges",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,5233370.45,5092661.78,-11396960.28,5092661.78,-11396960.28,0.0,0.0,0.0,0.0,11471205.14,0.0,214953.53,0.0,4145.68,4145.68,4145.68,0.0,0.0,210807.85,0.0,210807.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,24.0,Printing and reproduction,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,185851.58,174695.49,22832.61,174695.49,22832.61,0.0,0.0,0.0,0.0,-303.11,0.0,33685.59,0.0,0.0,0.0,0.0,0.0,0.0,33685.59,0.0,33685.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,19433247.29,18031455.44,18487818.43,18031455.44,18487818.43,0.0,56739.05,56739.05,56739.05,2309.94,0.0,19835181.17,93882.0,38320.0,38320.0,38320.0,93882.0,0.0,19890743.17,0.0,19890743.17,0.0,0.0,0.0,-2157.71,-2157.71,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,16972224.87,48722404.76,27677366.05,48722404.76,27677366.05,0.0,0.0,0.0,0.0,5225195.59,0.0,1152381.75,136526.68,175634.53,175634.53,175634.53,136526.68,0.0,1113273.9,0.0,1113273.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,22045696.93,399000.0,413942.76,399000.0,413942.76,0.0,0.0,0.0,0.0,-14942.76,0.0,22045696.93,0.0,0.0,0.0,0.0,0.0,0.0,22045696.93,0.0,22045696.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,25.4,Operation and maintenance of facilities,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,664.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.02,0.0,0.0,0.0,0.0,0.0,0.0,664.02,0.0,664.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,25.5,Research and development contracts,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,85592.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85592.57,0.0,0.0,0.0,0.0,0.0,0.0,85592.57,0.0,85592.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,25.6,Medical care,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,8470.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8470.52,0.0,0.0,0.0,0.0,0.0,0.0,8470.52,0.0,8470.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,25.7,Operation and maintenance of equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,129916.39,0.0,0.0,0.0,0.0,0.0,284.19,284.19,284.19,0.0,0.0,129632.2,0.0,0.0,0.0,0.0,0.0,0.0,129632.2,0.0,129632.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,26.0,Supplies and materials,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,12938.6,28327.33,93704.87,28327.33,93704.87,0.0,1918.2,1918.2,1918.2,10574.76,0.0,86972.7,0.0,0.0,0.0,0.0,0.0,0.0,86972.7,0.0,86972.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,31.0,Equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,2367732.84,4057458.7,4970504.42,4057458.7,4970504.42,0.0,0.0,0.0,0.0,22429.34,0.0,3303207.9,0.0,0.0,0.0,0.0,0.0,0.0,3303207.9,0.0,3303207.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,32.0,Land and structures,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,863627.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863627.85,0.0,0.0,0.0,0.0,0.0,0.0,863627.85,0.0,863627.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,207420927.57,1080655304.08,1152778113.74,1077511808.54,1152778113.74,3143495.54,3497813.47,3497813.47,3497813.47,9148090.77,0.0,285194014.53,5565155.0,5901800.0,5901800.0,5901800.0,5565155.0,0.0,284857369.53,0.0,284857369.53,0.0,0.0,0.0,-31277016.51,-31277016.51,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
environmental quality incentives program,10.912,FY2025P08,Department of Agriculture,Natural Resources and Environment,Conservation and land management,012-1004,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",0025,ENVIRONMENTAL QUALITY INCENTIVES PROGRAM - INFLATION REDUCTION ACT,42.0,Insurance claims and indemnities,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,21369.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21369.31,0.0,0.0,0.0,0.0,0.0,0.0,21369.31,0.0,21369.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national agricultural library,10.700,FY2025P08,Department of Agriculture,Agriculture,Agricultural research and services,012-1400,"Salaries and Expenses, Agricultural Research Service, Agriculture",0009,NATIONAL AGRICULTURAL LIBRARY,11.1,Full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,6341904.34,0.0,0.0,0.0,0.0,0.0,365417.1,365417.1,365417.1,233165.94,0.0,6209653.18,0.0,0.0,0.0,0.0,0.0,0.0,6209653.18,0.0,6209653.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national agricultural library,10.700,FY2025P08,Department of Agriculture,Agriculture,Agricultural research and services,012-1400,"Salaries and Expenses, Agricultural Research Service, Agriculture",0009,NATIONAL AGRICULTURAL LIBRARY,11.3,Other than full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,24162.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24162.88,0.0,0.0,0.0,0.0,0.0,0.0,24162.88,0.0,24162.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national agricultural library,10.700,FY2025P08,Department of Agriculture,Agriculture,Agricultural research and services,012-1400,"Salaries and Expenses, Agricultural Research Service, Agriculture",0009,NATIONAL AGRICULTURAL LIBRARY,11.5,Other personnel compensation,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,41455.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41455.26,0.0,0.0,0.0,0.0,0.0,0.0,41455.26,0.0,41455.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national agricultural library,10.700,FY2025P08,Department of Agriculture,Agriculture,Agricultural research and services,012-1400,"Salaries and Expenses, Agricultural Research Service, Agriculture",0009,NATIONAL AGRICULTURAL LIBRARY,12.1,Civilian personnel benefits,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,2337874.52,0.0,0.0,0.0,0.0,0.0,132666.95,132666.95,132666.95,80240.25,0.0,2285447.82,0.0,0.0,0.0,0.0,0.0,0.0,2285447.82,0.0,2285447.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national agricultural library,10.700,FY2025P08,Department of Agriculture,Agriculture,Agricultural research and services,012-1400,"Salaries and Expenses, Agricultural Research Service, Agriculture",0009,NATIONAL AGRICULTURAL LIBRARY,21.0,Travel and transportation of persons,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,35482.46,4181.41,0.0,4181.41,0.0,0.0,0.0,0.0,0.0,5353.94,0.0,36654.99,0.0,0.0,0.0,0.0,0.0,0.0,36654.99,0.0,36654.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
