fpi_program_name,fpi_al_number,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
project safe neighborhoods,16.609,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",43,PROJECT SAFE NEIGHBORHOODS,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,24430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24430.0,0.0,0.0,0.0,0.0,0.0,0.0,24430.0,0.0,24430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
project safe neighborhoods,16.609,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",43,PROJECT SAFE NEIGHBORHOODS,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,84045.0,51845922.82,60115847.19,51845922.82,60115847.19,0.0,0.0,0.0,0.0,3607590.76,0.0,11961560.13,0.0,0.0,0.0,0.0,0.0,0.0,11961560.13,0.0,11961560.13,0.0,0.0,0.0,-2274629.45,-2274629.45,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
indigent defense,16.836,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",118,JUVENILE INDIGENT DEFENSE,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,60994.0,140740.32,60994.0,140740.32,0.0,0.0,0.0,0.0,23180.29,0.0,102926.61,0.0,0.0,0.0,0.0,0.0,0.0,102926.61,0.0,102926.61,0.0,0.0,0.0,-26024.69,-26024.69,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
children of incarcerated parents,16.831,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",140,CHILDREN OF INCARCERATED PARENTS DEMO GRANTS,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,17287.24,38812.31,17287.24,38812.31,0.0,0.0,0.0,0.0,17906.69,0.0,39431.76,0.0,0.0,0.0,0.0,0.0,0.0,39431.76,0.0,39431.76,0.0,0.0,0.0,-868.0,-868.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
children of incarcerated parents,16.831,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",140,CHILDREN OF INCARCERATED PARENTS DEMO GRANTS,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,50000.0,50000.0,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
children of incarcerated parents,16.831,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",140,CHILDREN OF INCARCERATED PARENTS DEMO GRANTS,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,11862394.15,15095518.42,11862394.15,15095518.42,0.0,0.0,0.0,0.0,1885795.39,0.0,5118919.66,0.0,0.0,0.0,0.0,0.0,0.0,5118919.66,0.0,5118919.66,0.0,0.0,0.0,-531527.96,-531527.96,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
keep young athletes safe,16.840,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",141,KEEP YOUNG ATHLETES SAFE,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,1115337.54,2901258.21,1115337.54,2901258.21,0.0,0.0,0.0,0.0,6482.92,0.0,1792403.59,0.0,0.0,0.0,0.0,0.0,0.0,1792403.59,0.0,1792403.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
stop school violence,16.839,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",143,STOP SCHOOL VIOLENCE ACT,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,138362.0,792817.58,712813.34,792817.58,712813.34,0.0,72.92,72.92,72.92,118402.78,0.0,176687.62,0.0,0.0,0.0,0.0,0.0,0.0,176687.62,0.0,176687.62,0.0,0.0,0.0,-219054.03,-218981.11,-72.92,0.0,0.0,0.0,0.0,0.0,2025-06-30
stop school violence,16.839,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",143,STOP SCHOOL VIOLENCE ACT,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,49938417.08,200465895.99,191868625.46,200465895.99,191868625.46,0.0,0.0,0.0,0.0,18268645.3,0.0,59609791.85,0.0,0.0,0.0,0.0,0.0,0.0,59609791.85,0.0,59609791.85,0.0,0.0,0.0,-5865978.45,-5865978.45,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
combatting contraband cell phone use in prisons,16.844,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",155,MANAGED ACCESS SYSTEMS (COMBATTING CONTRABAND CELL PHONE USE IN PRISONS),25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,1110.0,363.35,1110.0,363.35,0.0,0.0,0.0,0.0,746.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1110.0,-1110.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
combatting contraband cell phone use in prisons,16.844,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",155,MANAGED ACCESS SYSTEMS (COMBATTING CONTRABAND CELL PHONE USE IN PRISONS),41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,205810.1,412891.3,205810.1,412891.3,0.0,0.0,0.0,0.0,50354.37,0.0,257435.57,0.0,0.0,0.0,0.0,0.0,0.0,257435.57,0.0,257435.57,0.0,0.0,0.0,-205810.1,-205810.1,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
rural violent crime initiative,16.039,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",166,RURAL VIOLENT CRIME INITIATIVE,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,6441.0,187.31,97721.75,187.31,97721.75,0.0,0.0,0.0,0.0,2465.56,0.0,106441.0,0.0,0.0,0.0,0.0,0.0,0.0,106441.0,0.0,106441.0,0.0,0.0,0.0,-187.31,-187.31,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
rural violent crime initiative,16.039,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",166,RURAL VIOLENT CRIME INITIATIVE,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,13840663.38,17264554.96,13840663.38,17264554.96,0.0,0.0,0.0,0.0,574479.97,0.0,3998371.55,0.0,0.0,0.0,0.0,0.0,0.0,3998371.55,0.0,3998371.55,0.0,0.0,0.0,-10377.85,-10377.85,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
khalid jabara and heather heyer no hate act,16.048,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0404,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",178,KHALID JABARA AND HEATHER HEYER NO HATE ACT PROGRAM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,15692208.05,18060361.34,15692208.05,18060361.34,0.0,0.0,0.0,0.0,813685.06,0.0,3181838.35,0.0,0.0,0.0,0.0,0.0,0.0,3181838.35,0.0,3181838.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
delinquency prevention program,16.548,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",3,DELINQUENCY PREVENTION PROGRAM  (TITLE V - LOCAL DELINQ. PREVENTION INCENTIVE GRANTS),25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,322489.59,693486.73,322489.59,693486.73,0.0,100.0,100.0,100.0,253776.74,0.0,624673.88,0.0,0.0,0.0,0.0,0.0,0.0,624673.88,0.0,624673.88,0.0,0.0,0.0,-14236.42,-14136.42,-100.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
delinquency prevention program,16.548,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",3,DELINQUENCY PREVENTION PROGRAM  (TITLE V - LOCAL DELINQ. PREVENTION INCENTIVE GRANTS),41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,3585000.0,26137941.68,26570361.23,26137941.68,26570361.23,0.0,0.0,0.0,0.0,1588305.45,0.0,5605725.0,0.0,0.0,0.0,0.0,0.0,0.0,5605725.0,0.0,5605725.0,0.0,0.0,0.0,-67533.53,-67533.53,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
tribal youth program,16.731,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",9,TRIBAL YOUTH PROGRAM,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,187643.87,291321.88,187643.87,291321.88,0.0,25.98,25.98,25.98,67687.12,0.0,171339.15,0.0,0.0,0.0,0.0,0.0,0.0,171339.15,0.0,171339.15,0.0,0.0,0.0,-104025.98,-104000.0,-25.98,0.0,0.0,0.0,0.0,0.0,2025-06-30
tribal youth program,16.731,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",9,TRIBAL YOUTH PROGRAM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,37073697.63,40613917.59,37073697.63,40613917.59,0.0,0.0,0.0,0.0,1481595.16,0.0,5021815.12,0.0,0.0,0.0,0.0,0.0,0.0,5021815.12,0.0,5021815.12,0.0,0.0,0.0,-1403859.75,-1403859.75,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
girls in the juvenile justice system,16.830,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",17,GIRLS IN THE JUVENILE JUSTICE SYSTEM,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,70914.0,99239.01,70914.0,99239.01,0.0,0.0,0.0,0.0,18990.99,0.0,47316.0,0.0,0.0,0.0,0.0,0.0,0.0,47316.0,0.0,47316.0,0.0,0.0,0.0,-51093.0,-51093.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
girls in the juvenile justice system,16.830,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",17,GIRLS IN THE JUVENILE JUSTICE SYSTEM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,7088991.36,9682985.96,7088991.36,9682985.96,0.0,0.0,0.0,0.0,630114.44,0.0,3224109.04,0.0,0.0,0.0,0.0,0.0,0.0,3224109.04,0.0,3224109.04,0.0,0.0,0.0,-27327.43,-27327.43,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
children of incarcerated parents,16.831,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",18,CHILDREN OF INCARCERATED PARENTS WEB PORTAL,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,3048.0,2116.4,3048.0,2116.4,0.0,0.0,0.0,0.0,931.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3048.0,-3048.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
children of incarcerated parents,16.831,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",18,CHILDREN OF INCARCERATED PARENTS WEB PORTAL,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,585965.3,585965.3,585965.3,585965.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
indigent defense,16.836,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",21,INDIGENT DEFENSE INITIATIVE-- IMPROVING JUVENILE INDIGENT DEFENSE PROGRAM,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,31910.0,48145.71,31910.0,48145.71,0.0,12.5,12.5,12.5,13895.54,0.0,30118.75,0.0,0.0,0.0,0.0,0.0,0.0,30118.75,0.0,30118.75,0.0,0.0,0.0,-17041.5,-17029.0,-12.5,0.0,0.0,0.0,0.0,0.0,2025-06-30
indigent defense,16.836,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",21,INDIGENT DEFENSE INITIATIVE-- IMPROVING JUVENILE INDIGENT DEFENSE PROGRAM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,4154773.76,5303713.52,4154773.76,5303713.52,0.0,0.0,0.0,0.0,244188.37,0.0,1393128.13,0.0,0.0,0.0,0.0,0.0,0.0,1393128.13,0.0,1393128.13,0.0,0.0,0.0,-180625.65,-180625.65,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
opioid affected youth initiative,16.842,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",23,OPIOID AFFECTED YOUTH INITIATIVE,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,137909.03,228019.28,137909.03,228019.28,0.0,50.0,50.0,50.0,46963.72,0.0,137023.97,0.0,0.0,0.0,0.0,0.0,0.0,137023.97,0.0,137023.97,0.0,0.0,0.0,-121364.0,-121314.0,-50.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
opioid affected youth initiative,16.842,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",23,OPIOID AFFECTED YOUTH INITIATIVE,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,19720525.19,26501019.12,19720525.19,26501019.12,0.0,0.0,0.0,0.0,1330775.95,0.0,8111269.88,0.0,0.0,0.0,0.0,0.0,0.0,8111269.88,0.0,8111269.88,0.0,0.0,0.0,-142321.63,-142321.63,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
children exposed to violence,16.818,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",24,CHILDREN EXPOSED TO VIOLENCE,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,131447.0,239576.12,131447.0,239576.12,0.0,125.0,125.0,125.0,39053.88,0.0,147058.0,0.0,0.0,0.0,0.0,0.0,0.0,147058.0,0.0,147058.0,0.0,0.0,0.0,-99551.0,-99426.0,-125.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
children exposed to violence,16.818,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",24,CHILDREN EXPOSED TO VIOLENCE,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,50618.79,618.79,50618.79,618.79,0.0,0.0,0.0,0.0,0.0,0.0,-50000.0,50000.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-618.79,-618.79,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
children exposed to violence,16.818,FY2025P08,Department of Justice,Administration of Justice,Criminal justice assistance,015-0405,"Juvenile Justice Programs, Office of Justice Programs, Justice",24,CHILDREN EXPOSED TO VIOLENCE,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,16040388.69,20672657.37,16040388.69,20672657.37,0.0,0.0,0.0,0.0,1306940.59,0.0,5939209.27,0.0,0.0,0.0,0.0,0.0,0.0,5939209.27,0.0,5939209.27,0.0,0.0,0.0,-39726.65,-39726.65,0.0,0.0,0.0,0.0,0.0,0.0,2025-06-30
