fpi_program_name,fpi_al_number,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
rural surface transportation grant program,20.938,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8083,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",44,RURAL SURFACE TRANSPORTATION GRANT PROGRAM,11.1,Full-time permanent,D,1,Infrastructure Investment and Jobs Act,32371.2,0.0,0.0,0.0,0.0,0.0,5395.2,5395.2,5395.2,0.0,0.0,26976.0,0.0,0.0,0.0,0.0,0.0,0.0,26976.0,0.0,26976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
rural surface transportation grant program,20.938,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8083,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",44,RURAL SURFACE TRANSPORTATION GRANT PROGRAM,12.1,Civilian personnel benefits,D,1,Infrastructure Investment and Jobs Act,10110.65,0.0,0.0,0.0,0.0,0.0,1685.11,1685.11,1685.11,0.0,0.0,8425.54,0.0,0.0,0.0,0.0,0.0,0.0,8425.54,0.0,8425.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
rural surface transportation grant program,20.938,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8083,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",44,RURAL SURFACE TRANSPORTATION GRANT PROGRAM,41.0,"Grants, subsidies, and contributions",D,1,Infrastructure Investment and Jobs Act,140160197.0,260598630.38,172422675.11,260598630.38,172422675.11,0.0,0.0,0.0,0.0,0.0,0.0,51984241.73,0.0,0.0,0.0,0.0,0.0,0.0,51984241.73,0.0,51984241.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
motor carrier safety assistance,20.218,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8158,"Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation",1,MOTOR CARRIER SAFETY ASSISTANCE PROGRAM,21.0,Travel and transportation of persons,D,1,Infrastructure Investment and Jobs Act,251701.37,26493.06,0.0,26493.06,0.0,0.0,0.0,0.0,0.0,5917.53,0.0,231125.84,0.0,0.0,0.0,0.0,0.0,0.0,231125.84,0.0,230637.0,0.0,0.0,488.84,-116.6,-116.6,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
motor carrier safety assistance,20.218,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8158,"Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation",1,MOTOR CARRIER SAFETY ASSISTANCE PROGRAM,24.0,Printing and reproduction,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,200000.0,200000.0,200000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
motor carrier safety assistance,20.218,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8158,"Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation",1,MOTOR CARRIER SAFETY ASSISTANCE PROGRAM,25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
motor carrier safety assistance,20.218,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8158,"Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation",1,MOTOR CARRIER SAFETY ASSISTANCE PROGRAM,25.3,Other goods and services from Federal sources,D,1,Infrastructure Investment and Jobs Act,203717.66,631046.64,1457173.78,631046.64,1457173.78,0.0,0.0,0.0,0.0,0.0,0.0,1029844.8,2977284.3,1673424.86,1673424.86,1673424.86,2977284.3,0.0,2333704.24,0.0,2333704.24,0.0,0.0,0.0,-1520.66,0.0,0.0,0.0,-1520.66,0.0,0.0,0.0,2025-07-01
motor carrier safety assistance,20.218,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8158,"Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation",1,MOTOR CARRIER SAFETY ASSISTANCE PROGRAM,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,1024283.84,1024283.84,1024283.84,1024283.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39663.66,39663.66,39663.66,39663.66,39663.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
motor carrier safety assistance,20.218,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8158,"Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation",1,MOTOR CARRIER SAFETY ASSISTANCE PROGRAM,41.0,"Grants, subsidies, and contributions",D,1,Infrastructure Investment and Jobs Act,145438124.0,475739588.58,551183888.98,475739588.58,551183888.98,0.0,0.0,0.0,0.0,31767608.14,0.0,252650032.54,0.0,0.0,0.0,0.0,0.0,0.0,252650032.54,0.0,252650032.54,0.0,0.0,0.0,-1028047.14,-1028047.14,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
motor carrier safety assistance,20.218,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8158,"Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation",1,MOTOR CARRIER SAFETY ASSISTANCE PROGRAM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.4,29932692.01,29932691.61,29932691.61,29932691.61,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16053897.94,-16053897.94,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
border enforcement grants,20.233,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8158,"Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation",2,BORDER ENFORCEMENT GRANTS,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
clean fuels,20.519,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8350,"Formula and Bus Grants, Liquidation of Contract Authorization, Federal Transit Administration, Transportation",5,CLEAN FUELS PROGRAM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
bus testing,20.529,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8350,"Formula and Bus Grants, Liquidation of Contract Authorization, Federal Transit Administration, Transportation",17,BUS TESTING FACILITY,41.0,"Grants, subsidies, and contributions",D,1,Infrastructure Investment and Jobs Act,0.0,5640875.89,5640875.89,5640875.89,5640875.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
public transportation innovation,20.530,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8350,"Formula and Bus Grants, Liquidation of Contract Authorization, Federal Transit Administration, Transportation",20,PUBLIC TRANSPORTATION INNOVATION (RESEARCH),25.2,Other services from non-Federal sources,D,1,Infrastructure Investment and Jobs Act,0.0,214532.4,2966636.3,214532.4,2966636.3,0.0,0.0,0.0,0.0,0.0,0.0,2752103.9,1423878.23,2722660.82,2722660.82,2722660.82,1423878.23,0.0,1453321.31,0.0,1453321.31,0.0,0.0,0.0,-214532.4,-214532.4,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
public transportation innovation,20.530,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8350,"Formula and Bus Grants, Liquidation of Contract Authorization, Federal Transit Administration, Transportation",20,PUBLIC TRANSPORTATION INNOVATION (RESEARCH),25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245617.97,934825.58,934825.58,934825.58,1245617.97,0.0,310792.39,0.0,310792.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
public transportation innovation,20.530,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8350,"Formula and Bus Grants, Liquidation of Contract Authorization, Federal Transit Administration, Transportation",20,PUBLIC TRANSPORTATION INNOVATION (RESEARCH),25.3,Other goods and services from Federal sources,D,1,Infrastructure Investment and Jobs Act,2000000.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
public transportation innovation,20.530,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8350,"Formula and Bus Grants, Liquidation of Contract Authorization, Federal Transit Administration, Transportation",20,PUBLIC TRANSPORTATION INNOVATION (RESEARCH),41.0,"Grants, subsidies, and contributions",D,1,Infrastructure Investment and Jobs Act,5092995.0,21502870.23,20274540.4,21502870.23,20274540.4,0.0,398800.99,398800.99,398800.99,0.0,0.0,3465864.18,0.0,0.0,0.0,0.0,0.0,0.0,3465864.18,0.0,3465864.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
public transportation innovation,20.530,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8350,"Formula and Bus Grants, Liquidation of Contract Authorization, Federal Transit Administration, Transportation",20,PUBLIC TRANSPORTATION INNOVATION (RESEARCH),41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,7774536.28,8841016.67,7774536.28,8841016.67,0.0,0.0,0.0,0.0,0.0,0.0,1066480.39,0.0,0.0,0.0,0.0,0.0,0.0,1066480.39,0.0,1066480.39,0.0,0.0,0.0,-56.29,-56.29,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
technical assistance and workforce development,20.531,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8350,"Formula and Bus Grants, Liquidation of Contract Authorization, Federal Transit Administration, Transportation",21,TECHNICAL ASSISTANCE AND WORKFORCE DEVELOPMENT,41.0,"Grants, subsidies, and contributions",D,1,Infrastructure Investment and Jobs Act,2197820.0,13917901.84,15063866.43,13917901.84,15063866.43,0.0,0.0,0.0,0.0,0.0,0.0,3343784.59,0.0,0.0,0.0,0.0,0.0,0.0,3343784.59,0.0,3343784.59,0.0,0.0,0.0,-38075.65,-38075.65,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
technical assistance and workforce development,20.531,FY2025P08,Department of Transportation,Transportation,Ground transportation,069-8350,"Formula and Bus Grants, Liquidation of Contract Authorization, Federal Transit Administration, Transportation",21,TECHNICAL ASSISTANCE AND WORKFORCE DEVELOPMENT,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-01
national infrastructure investments,20.933,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-0143,"National Infrastructure Investments, Office of the Secretary, Transportation",1,NATIONAL INFRASTRUCTURE INVESTMENTS GRANTS,11.1,Full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,265008.74,0.0,0.0,0.0,0.0,0.0,20573.37,20573.37,20573.37,30860.07,0.0,275295.44,0.0,0.0,0.0,0.0,0.0,0.0,275295.44,0.0,275295.44,0.0,0.0,0.0,-20573.37,0.0,-20573.37,0.0,0.0,0.0,0.0,0.0,2024-11-15
national infrastructure investments,20.933,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-0143,"National Infrastructure Investments, Office of the Secretary, Transportation",1,NATIONAL INFRASTRUCTURE INVESTMENTS GRANTS,11.5,Other personnel compensation,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18029.75,0.0,18030.49,0.0,0.0,0.0,0.0,0.0,0.0,18030.49,0.0,18030.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
national infrastructure investments,20.933,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-0143,"National Infrastructure Investments, Office of the Secretary, Transportation",1,NATIONAL INFRASTRUCTURE INVESTMENTS GRANTS,12.1,Civilian personnel benefits,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,92884.48,0.0,0.0,0.0,0.0,0.0,7319.09,7319.09,7319.09,12336.15,0.0,97901.54,0.0,0.0,0.0,0.0,0.0,0.0,97901.54,0.0,97901.54,0.0,0.0,0.0,-7319.09,0.0,-7319.09,0.0,0.0,0.0,0.0,0.0,2024-11-15
national infrastructure investments,20.933,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-0143,"National Infrastructure Investments, Office of the Secretary, Transportation",1,NATIONAL INFRASTRUCTURE INVESTMENTS GRANTS,21.0,Travel and transportation of persons,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,35348.35,2753.23,0.0,2753.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32595.12,0.0,0.0,0.0,0.0,0.0,0.0,32595.12,0.0,32595.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
national infrastructure investments,20.933,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-0143,"National Infrastructure Investments, Office of the Secretary, Transportation",1,NATIONAL INFRASTRUCTURE INVESTMENTS GRANTS,25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,54163.69,3379500.62,4679097.9,3379500.62,4679097.9,0.0,7638.68,7638.68,7638.68,62012.56,0.0,1408134.85,0.0,0.0,0.0,0.0,0.0,0.0,1408134.85,0.0,1408134.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
national infrastructure investments,20.933,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-0143,"National Infrastructure Investments, Office of the Secretary, Transportation",1,NATIONAL INFRASTRUCTURE INVESTMENTS GRANTS,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,602.9,14161.72,602.9,14161.72,0.0,0.0,0.0,0.0,0.0,0.0,13558.82,0.0,0.0,0.0,0.0,0.0,0.0,13558.82,0.0,13558.82,0.0,0.0,0.0,-602.9,-602.9,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
national infrastructure investments,20.933,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-0143,"National Infrastructure Investments, Office of the Secretary, Transportation",1,NATIONAL INFRASTRUCTURE INVESTMENTS GRANTS,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,644335123.14,1446854323.54,1448254951.92,1446854323.54,1448254951.92,0.0,61969645.57,61969645.57,61969645.57,112465771.58,0.0,696231877.53,0.0,0.0,0.0,0.0,0.0,0.0,696231877.53,0.0,696231877.53,0.0,0.0,0.0,-8385655.05,-7812392.34,0.0,0.0,-573262.71,0.0,0.0,0.0,2024-11-15
national infrastructure investments,20.933,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-0143,"National Infrastructure Investments, Office of the Secretary, Transportation",1,NATIONAL INFRASTRUCTURE INVESTMENTS GRANTS,41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,1436539598.89,1463136919.39,104502956.0,1463136919.39,104502956.0,0.0,14465900.32,14465900.32,14465900.32,0.0,0.0,63439735.18,0.0,0.0,0.0,0.0,0.0,0.0,63439735.18,0.0,63439735.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
national priority safety programs,20.616,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-0671,"Supplemental Highway Traffic Safety Programs, National Highway Traffic Safety Administration, Transportation",2,SEC. 405 - NATIONAL PRIORITY SAFETY PROGRAMS,41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,21904298.5,38126204.61,29539287.53,38126204.61,29539287.53,0.0,0.0,0.0,0.0,0.0,0.0,13317381.42,0.0,0.0,0.0,0.0,0.0,0.0,13317381.42,0.0,13317381.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
railroad safety,20.301,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-0701,"Railroad Safety Technology Program, Federal Railroad Administration, Transportation",1,RAILROAD SAFETY TECHNOLOGY,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,628428.22,626293.0,628428.22,626293.0,0.0,14016.78,14016.78,14016.78,16152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
railroad research and development,20.313,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-0745,"Railroad Research and Development, Federal Railroad Administration, Transportation",801,RAILROAD RESEARCH AND DEVELOPMENT (REIMBURSABLE),21.0,Travel and transportation of persons,R,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,143490.11,1138.53,11483.98,1138.53,11483.98,0.0,0.0,0.0,0.0,0.0,0.0,153835.56,0.0,0.0,0.0,0.0,0.0,0.0,153835.56,0.0,153835.56,0.0,0.0,0.0,-1138.53,-1138.53,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
railroad research and development,20.313,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-0745,"Railroad Research and Development, Federal Railroad Administration, Transportation",801,RAILROAD RESEARCH AND DEVELOPMENT (REIMBURSABLE),25.3,Other goods and services from Federal sources,R,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,183.09,183.09,183.09,183.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
railroad research and development,20.313,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-0745,"Railroad Research and Development, Federal Railroad Administration, Transportation",801,RAILROAD RESEARCH AND DEVELOPMENT (REIMBURSABLE),25.5,Research and development contracts,R,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,918712.15,1196035.1,424184.0,1196035.1,424184.0,0.0,0.0,0.0,0.0,0.0,0.0,146861.05,0.0,0.0,0.0,0.0,0.0,0.0,146861.05,0.0,146861.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
railroad crossing elimination,20.327,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-0760,"Railroad Crossing Elimination Program, Federal Railroad Administration, Transportation",11,RAILROAD CROSSING ELIMINATION GRANTS (IIJA SUPP),41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,94402680.0,94402680.0,0.0,94402680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
all stations accessibility program,20.533,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-1145,"All Stations Accessibility Program, Federal Transit Administration, Transportation",1,ALL STATIONS ACCESSIBILITY PROGRAM,25.3,Other goods and services from Federal sources,D,Z,Infrastructure Investment and Jobs Act,13930000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13930000.0,0.0,4247786.38,4247786.38,4247786.38,0.0,0.0,9682213.62,0.0,9682213.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
all stations accessibility program,20.533,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-1145,"All Stations Accessibility Program, Federal Transit Administration, Transportation",1,ALL STATIONS ACCESSIBILITY PROGRAM,41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,68000000.0,379138327.0,321069209.0,379138327.0,321069209.0,0.0,1534168.0,1534168.0,1534168.0,0.0,0.0,8396714.0,0.0,0.0,0.0,0.0,0.0,0.0,8396714.0,0.0,8396714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
tanker security program,20.825,FY2024P12,Department of Transportation,National Defense,Defense-related activities,069-1718,"Tanker Security Program, Maritime Administration, Transportation",1,TANKER SECURITY PROGRAM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,60000000.0,63073461.2,53009946.77,63073461.2,53009946.77,0.0,0.0,0.0,0.0,0.0,0.0,49936485.57,0.0,0.0,0.0,0.0,0.0,0.0,49936485.57,0.0,49936485.57,0.0,0.0,0.0,-50276763.96,-50276763.96,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
transportation demonstration program,20.936,FY2024P12,Department of Transportation,Transportation,Transportation,069-1731,"Transportation Demonstration Program, Office of the Secretary, Transportation",1,TRANSPORTATION DEMONSTRATION PROGRAM,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,41700092.25,62000000.0,41700092.25,62000000.0,0.0,3392587.32,3392587.32,3392587.32,0.0,0.0,16907320.43,0.0,0.0,0.0,0.0,0.0,0.0,16907320.43,0.0,16907320.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
safe streets and roads for all,20.939,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-1735,"Safe Streets and Roads for All, Office of the Secretary, Transportation",1,SAFE STREETS AND ROADS FOR ALL GRANTS,41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,199835533.3,354704452.75,189868091.95,354704452.75,189868091.95,0.0,1657495.45,1657495.45,1657495.45,6399.7,0.0,33348076.75,0.0,0.0,0.0,0.0,0.0,0.0,33348076.75,0.0,33348076.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
motor carrier safety assistance,20.218,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-2817,"Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation",1,MOTOR CARRIER SAFETY ASSISTANCE PROGRAM,25.3,Other goods and services from Federal sources,D,Z,Infrastructure Investment and Jobs Act,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,689962.29,651513.57,651513.57,651513.57,689962.29,0.0,788448.72,0.0,788448.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
motor carrier safety assistance,20.218,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-2817,"Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation",1,MOTOR CARRIER SAFETY ASSISTANCE PROGRAM,41.0,"Grants, subsidies, and contributions",D,Z,Infrastructure Investment and Jobs Act,78800000.0,126414426.15,116705211.23,126414426.15,116705211.23,0.0,6619657.9,6619657.9,6619657.9,3111449.84,0.0,65582577.02,0.0,0.0,0.0,0.0,0.0,0.0,65582577.02,0.0,65582577.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
national driver register,20.606,FY2024P12,Department of Transportation,Transportation,Ground transportation,069-8016,"Operation and Research, Liquidation of Contract Authorization, Limitation on Obligations, Highway Trust Fund, Transportation",2,NATIONAL DRIVER REGISTER,11.1,Full-time permanent,D,1,Infrastructure Investment and Jobs Act,1271375.53,0.0,0.0,0.0,0.0,0.0,86782.72,86782.72,86782.72,68265.63,0.0,1252858.44,0.0,0.0,0.0,0.0,0.0,0.0,1252858.44,0.0,1252858.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
