fpi_program_name,fpi_al_number,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,26.0,Supplies and materials,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,61964.27,10598.05,12331.03,8383.22,12331.03,2214.83,0.0,0.0,0.0,0.0,0.0,63697.25,0.0,0.0,0.0,0.0,0.0,0.0,63697.25,0.0,62114.45,0.0,0.0,1582.8,-5246.12,-5246.12,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,31.0,Equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,2762869.22,1486950.58,2105654.81,1486950.58,2105654.81,0.0,201020.07,201020.07,201020.07,1952.5,0.0,3182505.88,0.0,0.0,0.0,0.0,0.0,0.0,3182505.88,0.0,3182505.88,0.0,0.0,0.0,-8622.49,-8622.49,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,74347973.24,1596323.38,580760.62,741628.14,580760.62,854695.24,7388290.29,7388290.29,7388290.29,9397505.58,0.0,75341625.77,11406.21,0.0,0.0,0.0,11406.21,0.0,75353031.98,0.0,75353031.98,0.0,0.0,0.0,-1047167.5,-1024466.83,0.0,0.0,-22700.67,0.0,0.0,0.0,2024-11-15
labor force statistics,17.002,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",1,LABOR FORCE STATISTICS,42.0,Insurance claims and indemnities,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,11.1,Full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,39696057.1,5516.0,0.0,5516.0,0.0,0.0,979658.0,979658.0,979658.0,2132086.98,0.0,40842970.08,0.0,0.0,0.0,0.0,0.0,0.0,40842970.08,0.0,40805645.04,0.0,0.0,37325.04,-17835.41,0.0,-17355.41,0.0,-480.0,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,11.3,Other than full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,66606.92,0.0,0.0,0.0,0.0,0.0,1668.94,1668.94,1668.94,3693.6,0.0,68631.58,0.0,0.0,0.0,0.0,0.0,0.0,68631.58,0.0,68502.46,0.0,0.0,129.12,-43.81,0.0,-43.81,0.0,0.0,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,11.5,Other personnel compensation,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1107054.46,0.0,0.0,0.0,0.0,0.0,10890.26,10890.26,10890.26,8126.8,0.0,1104291.0,0.0,0.0,0.0,0.0,0.0,0.0,1104291.0,0.0,1090137.58,0.0,0.0,14153.42,-7370.0,0.0,-7370.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,11.8,Special personal services payments,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,-37.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.84,0.0,0.0,0.0,0.0,0.0,0.0,-37.84,0.0,-37.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,12.1,Civilian personnel benefits,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,15054396.89,10853.77,13432.69,7569.46,13432.69,3284.31,404853.41,404853.41,404853.41,841662.45,0.0,15493784.85,0.0,2074.31,2074.31,2074.31,0.0,0.0,15491710.54,0.0,15479928.76,0.0,0.0,11781.78,-57126.22,-10853.77,-41554.99,0.0,-4717.46,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,21.0,Travel and transportation of persons,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,659919.2,15037.68,7460.25,14417.96,7460.25,619.72,2333.96,2333.96,2187.71,27888.63,146.25,677896.44,0.0,0.0,0.0,0.0,0.0,0.0,677896.44,0.0,677864.56,0.0,0.0,31.88,-4597.73,-4580.38,0.0,0.0,-17.35,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,23.1,Rental payments to GSA,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,4457893.17,0.0,0.0,0.0,0.0,0.0,8421.9,8421.9,8421.9,0.0,0.0,4449471.27,0.0,0.0,0.0,0.0,0.0,0.0,4449471.27,0.0,4403926.04,0.0,0.0,45545.23,-31.96,0.0,0.0,0.0,-31.96,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,23.2,Rental payments to others,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,34049.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34049.85,0.0,0.0,0.0,0.0,0.0,0.0,34049.85,0.0,34049.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,23.3,"Communications, utilities, and miscellaneous charges",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,532878.75,4101.16,2025.45,4101.16,2025.45,0.0,588.25,588.25,588.25,3559.1,0.0,533773.89,244766.48,262481.05,262481.05,262481.05,244766.48,0.0,516059.32,0.0,516059.32,0.0,0.0,0.0,-3799.49,-3765.82,-33.67,0.0,0.0,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,24.0,Printing and reproduction,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,251487.31,168672.02,168672.02,168672.02,168672.02,0.0,0.0,0.0,0.0,0.0,0.0,251487.31,0.0,0.0,0.0,0.0,0.0,0.0,251487.31,0.0,251487.31,0.0,0.0,0.0,-168672.02,-168672.02,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,652587.7,499529.86,1697580.01,497698.63,1697580.01,1831.23,1975.43,1975.43,1975.43,635.0,0.0,1849297.42,0.0,0.0,0.0,0.0,0.0,0.0,1849297.42,0.0,1849297.42,0.0,0.0,0.0,-7970.68,-7926.25,-20.43,0.0,-24.0,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,15169679.73,128800.0,140328.52,128800.0,140328.52,0.0,11571.0,11571.0,11571.0,6126.87,0.0,15175764.12,7332624.28,6686547.43,6686547.43,6686547.43,7332624.28,0.0,15821840.97,0.0,15821840.97,0.0,0.0,0.0,-10634.28,-7975.87,0.0,0.0,-2658.41,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,25.7,Operation and maintenance of equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,4346076.96,1495781.67,3579976.16,1495781.67,3579976.16,0.0,356486.25,356486.25,356486.25,521915.35,0.0,6595700.55,0.0,0.0,0.0,0.0,0.0,0.0,6595700.55,0.0,6595700.55,0.0,0.0,0.0,-1816.31,-1816.31,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,26.0,Supplies and materials,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,33531.55,23.72,17.99,23.72,17.99,0.0,-5.73,-5.73,-5.73,0.0,0.0,33531.55,0.0,0.0,0.0,0.0,0.0,0.0,33531.55,0.0,33531.55,0.0,0.0,0.0,-17.99,-17.99,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,31.0,Equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1464962.72,486344.72,1435686.03,486344.72,1435686.03,0.0,260862.61,260862.61,260862.61,0.0,0.0,2153441.42,0.0,0.0,0.0,0.0,0.0,0.0,2153441.42,0.0,2153441.42,0.0,0.0,0.0,-2136.0,-2136.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,7674030.37,158476.78,59957.83,105446.41,59957.83,53030.37,796792.88,796792.88,796792.88,945661.85,0.0,7724380.39,0.0,0.0,0.0,0.0,0.0,0.0,7724380.39,0.0,7724380.39,0.0,0.0,0.0,-100070.8,-98627.29,0.0,0.0,-1443.51,0.0,0.0,0.0,2024-11-15
compensation and working conditions,17.005,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0200,"Salaries and Expenses, Bureau of Labor Statistics",3,COMPENSATION AND WORKING CONDITIONS,42.0,Insurance claims and indemnities,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
trade adjustment assistance,17.245,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Training and employment,016-0326,"Federal Unemployment Benefits and Allowances, Employment and Training Administration, Labor",1,TRADE ADJUSTMENT ASSISTANCE BENEFITS,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,13090000.0,14284600.54,12214650.57,14284600.54,12214650.57,0.0,400984.88,400984.88,400984.88,1289878.27,0.0,11908943.42,0.0,0.0,0.0,0.0,0.0,0.0,11908943.42,0.0,11908943.42,0.0,0.0,0.0,-11626936.02,-11592273.1,0.0,0.0,-34662.92,0.0,0.0,0.0,2024-11-15
trade adjustment assistance,17.245,FY2024P12,Department of Labor,"Education, Training, Employment, and Social Services",Training and employment,016-0326,"Federal Unemployment Benefits and Allowances, Employment and Training Administration, Labor",2,TRADE ADJUSTMENT ASSISTANCE TRAINING AND OTHER ACTIVITIES,41.0,"Grants, subsidies, and contributions",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,14049997.0,458417002.93,526523031.58,458317002.93,526523031.58,100000.0,7812289.81,7812289.81,7812289.81,17680630.83,0.0,92024366.67,4122.7,155487.65,155487.65,155487.65,4122.7,0.0,91873001.72,0.0,91873001.72,0.0,0.0,0.0,-272541601.46,-272173311.14,0.0,0.0,-368290.32,0.0,0.0,0.0,2024-11-15
longshore and harbor workers' compensation,17.302,FY2024P12,Department of Labor,Income Security,General retirement and disability insurance (excluding social se,016-8130,"Relief and Rehabilitation, Longshoremen's and Harbor Workers' Compensation Act, as Amended, Labor",1,"LONGSHORE AND HARBOR WORKERS' COMPENSATION ACT, AS AMENDED",25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,0.0,0.0,0.0,0.0,0.0,3307.26,3307.26,3307.26,3307.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-15
longshore and harbor workers' compensation,17.302,FY2024P12,Department of Labor,Income Security,General retirement and disability insurance (excluding social se,016-8130,"Relief and Rehabilitation, Longshoremen's and Harbor Workers' Compensation Act, as Amended, Labor",1,"LONGSHORE AND HARBOR WORKERS' COMPENSATION ACT, AS AMENDED",42.0,Insurance claims and indemnities,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,89384268.5,0.0,0.0,0.0,0.0,0.0,863230.05,863230.05,863230.05,540485.96,0.0,89061524.41,0.0,0.0,0.0,0.0,0.0,0.0,89061524.41,0.0,89039632.86,0.0,0.0,21891.55,-94373.1,0.0,0.0,0.0,-94373.1,0.0,0.0,0.0,2024-11-15
transition assistance program,17.807,FY2025P08,Department of Labor,Veterans Benefits and Services,"Veterans education, training, and rehabilitation",016-0164,"Veterans Employment and Training, Departmental Management, Labor",8,TRANSITION ASSISTANCE PROGRAM (TAP) - REIMBURSABLE,23.3,"Communications, utilities, and miscellaneous charges",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,75251.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2791.24,0.0,78042.25,0.0,0.0,0.0,0.0,0.0,0.0,78042.25,0.0,78042.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-18
transition assistance program,17.807,FY2025P08,Department of Labor,Veterans Benefits and Services,"Veterans education, training, and rehabilitation",016-0164,"Veterans Employment and Training, Departmental Management, Labor",8,TRANSITION ASSISTANCE PROGRAM (TAP) - REIMBURSABLE,24.0,Printing and reproduction,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,600000.0,488368.68,28385.1,488368.68,28385.1,0.0,0.0,0.0,0.0,0.0,0.0,140016.42,0.0,0.0,0.0,0.0,0.0,0.0,140016.42,0.0,140016.42,0.0,0.0,0.0,-11141.56,-11141.56,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-18
transition assistance program,17.807,FY2025P08,Department of Labor,Veterans Benefits and Services,"Veterans education, training, and rehabilitation",016-0164,"Veterans Employment and Training, Departmental Management, Labor",8,TRANSITION ASSISTANCE PROGRAM (TAP) - REIMBURSABLE,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,12006.09,11045.6,12006.09,11045.6,0.0,23071.5,23071.5,23071.5,24031.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-18
transition assistance program,17.807,FY2025P08,Department of Labor,Veterans Benefits and Services,"Veterans education, training, and rehabilitation",016-0164,"Veterans Employment and Training, Departmental Management, Labor",8,TRANSITION ASSISTANCE PROGRAM (TAP) - REIMBURSABLE,25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,5923000.0,13878160.3,25557717.08,13878160.3,25557717.08,0.0,971535.39,971535.39,971535.39,3193945.57,0.0,19824966.96,0.0,0.0,0.0,0.0,0.0,0.0,19824966.96,0.0,19824966.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-18
transition assistance program,17.807,FY2025P08,Department of Labor,Veterans Benefits and Services,"Veterans education, training, and rehabilitation",016-0164,"Veterans Employment and Training, Departmental Management, Labor",8,TRANSITION ASSISTANCE PROGRAM (TAP) - REIMBURSABLE,25.3,Other goods and services from Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,2252735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2252735.0,1562497.64,2252734.95,2252734.95,2252734.95,1562497.64,0.0,1562497.69,0.0,1562497.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-18
transition assistance program,17.807,FY2025P08,Department of Labor,Veterans Benefits and Services,"Veterans education, training, and rehabilitation",016-0164,"Veterans Employment and Training, Departmental Management, Labor",8,TRANSITION ASSISTANCE PROGRAM (TAP) - REIMBURSABLE,25.7,Operation and maintenance of equipment,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,157030.01,144467.61,157030.01,144467.61,0.0,0.0,0.0,0.0,12562.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-18
women's bureau,17.700,FY2025P08,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,11.1,Full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,4296327.66,0.0,0.0,0.0,0.0,0.0,220486.15,220486.15,220486.15,157738.62,0.0,4233580.13,0.0,0.0,0.0,0.0,0.0,0.0,4233580.13,0.0,4227407.09,0.0,0.0,6173.04,-519.75,0.0,-519.75,0.0,0.0,0.0,0.0,0.0,2025-07-18
women's bureau,17.700,FY2025P08,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,11.3,Other than full-time permanent,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,92179.87,0.0,0.0,0.0,0.0,0.0,5427.72,5427.72,5427.72,3151.48,0.0,89903.63,0.0,0.0,0.0,0.0,0.0,0.0,89903.63,0.0,89832.03,0.0,0.0,71.6,-122.5,0.0,-122.5,0.0,0.0,0.0,0.0,0.0,2025-07-18
women's bureau,17.700,FY2025P08,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,11.5,Other personnel compensation,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,164310.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2683.27,0.0,166993.54,0.0,0.0,0.0,0.0,0.0,0.0,166993.54,0.0,165257.99,0.0,0.0,1735.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-18
women's bureau,17.700,FY2025P08,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,12.1,Civilian personnel benefits,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,1561483.52,0.0,0.0,0.0,0.0,0.0,82815.37,82815.37,82815.37,57257.52,0.0,1535925.67,0.0,0.0,0.0,0.0,0.0,0.0,1535925.67,0.0,1533431.39,0.0,0.0,2494.28,-446.8,0.0,-446.8,0.0,0.0,0.0,0.0,0.0,2025-07-18
women's bureau,17.700,FY2025P08,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,13.0,Benefits for former personnel,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,3108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3108.0,0.0,0.0,0.0,0.0,0.0,0.0,3108.0,0.0,3108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-18
women's bureau,17.700,FY2025P08,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,21.0,Travel and transportation of persons,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,34667.75,7711.46,19660.27,6623.23,19660.27,1088.23,0.0,0.0,0.0,18049.15,0.0,64665.71,0.0,0.0,0.0,0.0,0.0,0.0,64665.71,0.0,64649.77,0.0,0.0,15.94,-6421.76,-6371.34,0.0,0.0,-50.42,0.0,0.0,0.0,2025-07-18
women's bureau,17.700,FY2025P08,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,23.1,Rental payments to GSA,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,312992.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312992.46,0.0,0.0,0.0,0.0,0.0,0.0,312992.46,0.0,312992.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-18
women's bureau,17.700,FY2025P08,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,23.3,"Communications, utilities, and miscellaneous charges",D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,586.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53,0.0,591.99,0.0,0.0,0.0,0.0,0.0,0.0,591.99,0.0,589.62,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-18
women's bureau,17.700,FY2025P08,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,24.0,Printing and reproduction,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,604.0,0.0,0.0,-604.0,0.0,604.0,0.0,0.0,0.0,0.0,0.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,0.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-18
women's bureau,17.700,FY2025P08,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,25.1,Advisory and assistance services,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,0.0,69060.74,927851.08,69060.74,927851.08,0.0,0.0,0.0,0.0,80682.7,0.0,939473.04,0.0,0.0,0.0,0.0,0.0,0.0,939473.04,0.0,939473.04,0.0,0.0,0.0,-58653.0,-58653.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-18
women's bureau,17.700,FY2025P08,Department of Labor,"Education, Training, Employment, and Social Services",Other labor services,016-0165,"Salaries and Expenses, Departmental Management, Labor",7,WOMEN'S BUREAU,25.2,Other services from non-Federal sources,D,Q,Not Designated Nonemergency/Emergency/Disaster/Wildfire Suppression,29273.24,2322.35,2105.48,2322.35,2105.48,0.0,0.0,0.0,0.0,0.0,0.0,29056.37,0.0,0.0,0.0,0.0,0.0,0.0,29056.37,0.0,29056.37,0.0,0.0,0.0,-1220.0,-1220.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-07-18
